Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
8940	-35308.8	-35365.2	56.3836	0.1408904	0.0593851	0.0315969	0.0342204	0.0959905	0.127666	0.0632499	0.070245	0.0517085	0.0336328	0.0168309	0.0317041	0.127856	0.0436038	0.0357952	0.0415075	0.226393	0.0675145	0.138634	0.0515657	0.0687621	0.0914429	0.0508834	0.0482078	0.0922905	0.0522829	0.0162452	0.0400954	0.0560101	0.105344	0.0254029	0.082541	0.0569036	0.0630438	0.0487221	0.0445918	0.132211	0.178033	0.0567102	0.0300742	0.123949	0.0586181	0.0604391	0.0418904	0.175497	0.0287973	0.103071	0.0828996	0.065028	0.0304744	0.0721989	0.0310019	0.050973	0.105321	0.0911532	0.0679313	0.0780057	0.0334607	0.034331	0.0532399	0.089321	0.0664064	0.0335223	0.0911459	0.0536275	0.0604989	0.0565712	0.0405131	0.226568	0.0446088	0.00686513	0.0309578	0.138524	0.043258	0.102768	0.0705057	0.0661806	0.0316919	0.0706523	0.0457602	0.0790953	0.0706539	0.0653867	0.0151526	0.0672447	0.0543562	0.0948712	0.0708748	0.0688171	0.0748186	0.0332835	0.0779505	0.0991159	0.0717729	0.119189	0.196746	0.0593129	0.0234303	0.0872425	0.0621766	0.0655676	0.0246588	0.17595	0.0952486	0.14788	0.156497	0.0640858	0.120589	0.0548947	0.248886	0.046827	0.0436405	0.0779137	0.081638	0.0537954	0.0341581	0.0615891	0.0541432	0.0497917	0.0906649	0.0143561	0.08027879	0.4302042	0.06061166	0.0989802	0.238501	0.298089	0.0251084	0.264813	0.074508	0.07251159	0.271714	0.202655	0.233758	0.291873	1.498678	0.5697958	0.06551255	-2.87114	0.5396786	0.291253
8950	-35301.3	-35365.4	64.1263	0.1408904	0.027813	0.0199122	0.0604977	0.119362	0.154042	0.0964423	0.0654778	0.0474257	0.060652	0.028125	0.0405622	0.0787286	0.0428981	0.0361159	0.0329957	0.225816	0.0544576	0.0721791	0.0429116	0.0788449	0.0724381	0.0495614	0.0798423	0.0908716	0.0595926	0.0175122	0.0556204	0.0895918	0.090172	0.0171674	0.0790315	0.0524975	0.086314	0.0437137	0.041414	0.128667	0.132094	0.0406947	0.0214629	0.143554	0.0456332	0.0637266	0.0397567	0.170843	0.0349052	0.0905004	0.0835355	0.0438719	0.0354061	0.0510795	0.0661144	0.0419712	0.0867267	0.0992066	0.065318	0.0742299	0.0463923	0.0364139	0.061312	0.0749203	0.0729175	0.0347405	0.0850504	0.0553341	0.0243091	0.0966141	0.0619321	0.108937	0.0502641	0.00958223	0.0232328	0.127923	0.0332625	0.130933	0.116599	0.0577136	0.0401932	0.0940973	0.0420685	0.0270029	0.0672522	0.0971515	0.0228556	0.0651331	0.0440875	0.0894453	0.202557	0.0699324	0.0625987	0.0307019	0.0788148	0.0858792	0.0698927	0.0829869	0.1996	0.0579419	0.0283688	0.0937416	0.0703419	0.114778	0.0588781	0.117085	0.116577	0.116283	0.0828856	0.100689	0.0969796	0.0805441	0.0730014	0.0663429	0.0240977	0.0538611	0.104632	0.0322888	0.0365998	0.116269	0.0510083	0.0316059	0.0654313	0.00824728	0.08027879	0.4302042	0.06061166	0.101702	0.241369	0.288155	0.0365421	0.261125	0.0711072	0.07040841	0.269318	0.194098	0.238627	0.297957	1.500209	0.5697958	0.07692201	-2.723188	0.5625377	0.3164487
8960	-35294.8	-35364	69.2154	0.1408904	0.0433732	0.0283032	0.0407622	0.0652872	0.150298	0.0556948	0.0679015	0.0479013	0.038344	0.0299322	0.0347012	0.0843214	0.0462231	0.0408227	0.0298277	0.188154	0.0572931	0.074847	0.0712865	0.0749219	0.0619075	0.0460947	0.0769404	0.0674866	0.0653263	0.0186235	0.049282	0.0844925	0.0937303	0.0127854	0.123161	0.0597899	0.0565613	0.0413948	0.0569451	0.125191	0.0748716	0.075627	0.0216203	0.108117	0.0418882	0.07211	0.0232131	0.14133	0.0506635	0.0918863	0.0777992	0.0267144	0.0260922	0.0530474	0.0585762	0.0666631	0.101785	0.122653	0.0699621	0.0776618	0.0690614	0.0432239	0.0607686	0.086857	0.0688228	0.0200637	0.0651892	0.056769	0.104869	0.0346471	0.028588	0.0594201	0.0805646	0.0183034	0.0233052	0.164155	0.0436268	0.0500469	0.0917447	0.0463243	0.0427573	0.101478	0.0526191	0.0449931	0.0760192	0.0943386	0.0250307	0.0405074	0.0404864	0.0952333	0.162774	0.074699	0.0748056	0.0447543	0.075752	0.0826271	0.0762787	0.109339	0.161392	0.0533861	0.0215585	0.106328	0.0730758	0.0427233	0.0410546	0.112246	0.108166	0.13119	0.123766	0.0361448	0.0784534	0.129926	0.175724	0.051875	0.0395279	0.0597784	0.109685	0.041142	0.0437022	0.146864	0.0293973	0.124801	0.121993	0.0137276	0.08027879	0.4302042	0.06061166	0.0849537	0.225459	0.292221	0.0369011	0.283299	0.0771655	0.0700055	0.269213	0.201303	0.237644	0.29184	1.500222	0.5697958	0.06746663	-2.879653	0.6058554	0.3670608
8970	-35288.4	-35363.3	74.8711	0.1408904	0.0397242	0.0436996	0.0451168	0.115245	0.13744	0.0686997	0.0643876	0.0483516	0.045646	0.0215384	0.0367129	0.105251	0.0536008	0.0426554	0.0300325	0.164105	0.0577109	0.0988744	0.0629021	0.101468	0.0884942	0.0487907	0.0708923	0.0665718	0.053448	0.015733	0.0515837	0.0592757	0.0637623	0.0161165	0.0529748	0.0559239	0.0635545	0.0449589	0.0543534	0.12493	0.0530497	0.0939977	0.0233215	0.107911	0.0457036	0.0542802	0.0678807	0.102091	0.0252832	0.082247	0.10791	0.0438268	0.0316958	0.064759	0.0823618	0.0469462	0.0854125	0.0977929	0.0655824	0.0756544	0.0551571	0.0357818	0.0598666	0.0888251	0.0969621	0.0305784	0.0644166	0.0476264	0.0904412	0.0256716	0.0268773	0.115316	0.119612	0.0131202	0.021823	0.0835084	0.0402065	0.0289654	0.0331967	0.037785	0.0181829	0.0939411	0.0675529	0.0721713	0.0543234	0.0656387	0.0154239	0.0753226	0.0517154	0.0857657	0.156685	0.0704536	0.0860395	0.0379202	0.0817373	0.0860487	0.100551	0.110181	0.147918	0.0551231	0.0172295	0.131415	0.0729991	0.0609296	0.0617539	0.162207	0.0854214	0.0887256	0.0953561	0.0307067	0.0887332	0.09025	0.110408	0.0665858	0.0264381	0.0476534	0.0851246	0.0604963	0.110119	0.117424	0.0391678	0.0421635	0.0705403	0.0176266	0.08027879	0.4302042	0.06061166	0.0987287	0.234646	0.293033	0.031095	0.27265	0.0698461	0.06750116	0.266627	0.196099	0.251178	0.286097	1.499792	0.5697958	0.06826305	-2.816115	0.5132807	0.2634571
8980	-35283.7	-35371.6	87.8431	0.1408904	0.05457	0.0313621	0.027883	0.11892	0.122433	0.0806257	0.0787524	0.0444763	0.0352917	0.022532	0.0366814	0.0864312	0.0648804	0.0343358	0.0476251	0.121387	0.0563974	0.0618129	0.0670252	0.0887989	0.0701709	0.0399957	0.0733609	0.0768524	0.0653167	0.0177976	0.0610319	0.0376278	0.0672203	0.0430551	0.0654775	0.0506868	0.0637248	0.0387715	0.0532965	0.140842	0.0666616	0.0940258	0.0238935	0.108098	0.0599048	0.0629971	0.0517212	0.119642	0.0445624	0.0930783	0.0647069	0.0491992	0.0433946	0.0380753	0.08471	0.0581396	0.0790269	0.0830296	0.0731189	0.0747396	0.0546375	0.0294584	0.0587033	0.0919964	0.0883142	0.0208822	0.0682452	0.0532624	0.093607	0.0628399	0.043722	0.0832971	0.0763984	0.0148069	0.0310723	0.109069	0.0404287	0.0431025	0.0247382	0.081533	0.0377669	0.0874907	0.0499123	0.116383	0.0524601	0.0785528	0.0297488	0.043938	0.060021	0.16452	0.0724076	0.0674557	0.0808529	0.038155	0.104916	0.0714682	0.125012	0.101116	0.0966583	0.0751545	0.0313259	0.0701905	0.0370478	0.0265729	0.0391033	0.115698	0.0762314	0.057694	0.117594	0.0508907	0.102745	0.102373	0.100128	0.0803249	0.0270216	0.0497374	0.0885787	0.0592682	0.0455626	0.0738354	0.031053	0.0414536	0.161911	0.0160916	0.08027879	0.4302042	0.06061166	0.08825	0.242437	0.294786	0.0274916	0.273888	0.0731473	0.06622262	0.268533	0.196797	0.243738	0.290931	1.500969	0.5697958	0.06633866	-2.830734	0.4852858	0.2355023
8990	-35284.5	-35361.2	76.6879	0.1408904	0.0918833	0.018954	0.0314097	0.0981568	0.124568	0.0452876	0.049483	0.0664803	0.0427648	0.0252331	0.0335049	0.0974848	0.0527333	0.0375774	0.0369	0.119676	0.068541	0.114675	0.0465328	0.0861	0.0779356	0.0422618	0.0868148	0.0527564	0.0600189	0.0200485	0.0492132	0.0483451	0.0914536	0.0490116	0.115137	0.0570458	0.181188	0.0491458	0.0574749	0.132918	0.0424819	0.0800508	0.02472	0.126321	0.0475883	0.0619164	0.0532222	0.0896183	0.0397345	0.0769601	0.152599	0.0726265	0.046605	0.0595435	0.0546544	0.0439926	0.081195	0.0624642	0.0758324	0.078338	0.0559367	0.0366804	0.0692273	0.0779755	0.0819562	0.0204165	0.0571861	0.0454961	0.172243	0.0808704	0.0516804	0.0636122	0.0696199	0.0116349	0.0234593	0.121088	0.0374846	0.0717651	0.032134	0.0578365	0.0287102	0.0951567	0.0423939	0.0313109	0.0540962	0.0567372	0.0248058	0.05008	0.0839202	0.194807	0.0551059	0.0523353	0.0918712	0.0338178	0.111694	0.049374	0.125504	0.0643715	0.124577	0.0906485	0.0246637	0.135255	0.0986043	0.0151421	0.033978	0.123907	0.0664524	0.0671803	0.0864435	0.0475479	0.101285	0.0503652	0.207112	0.0530686	0.0433057	0.0651354	0.0742328	0.068843	0.0605417	0.0693998	0.039282	0.0537373	0.110841	0.0227391	0.08027879	0.4302042	0.06061166	0.08613	0.236363	0.306176	0.030144	0.264	0.0771869	0.06873218	0.266253	0.20672	0.241654	0.285372	1.500381	0.5697958	0.06570547	-2.855428	0.5154698	0.2657091
9000	-35288.3	-35373.4	85.0982	0.1408904	0.0651177	0.0414595	0.0389031	0.0783326	0.128239	0.0619633	0.0594909	0.0409526	0.0623697	0.0359978	0.0324214	0.10088	0.098514	0.0431098	0.0292319	0.189697	0.0605806	0.0661119	0.048368	0.0681323	0.0578584	0.0510687	0.0729489	0.0505489	0.0398441	0.0240336	0.0473751	0.0561791	0.0904923	0.0277541	0.0884553	0.0477413	0.0937341	0.049035	0.0575419	0.149511	0.0476826	0.0384702	0.0201201	0.107516	0.0466863	0.074698	0.0792374	0.13727	0.0334889	0.0758326	0.0531654	0.0833971	0.0421116	0.0536315	0.0735194	0.0477872	0.0636787	0.0886703	0.0692303	0.0783895	0.0498452	0.0273029	0.0736528	0.0649856	0.0831373	0.0177447	0.0539034	0.0487059	0.0323474	0.0799322	0.0695674	0.0492848	0.0582706	0.0122427	0.0293634	0.12944	0.0398399	0.0337038	0.0491483	0.0699986	0.0198479	0.0636055	0.0419353	0.0356908	0.0557804	0.0688216	0.024721	0.112663	0.0951999	0.20817	0.0445396	0.067207	0.0875952	0.0538618	0.107598	0.0488591	0.0989229	0.0978461	0.100846	0.0962236	0.0705725	0.0819234	0.077872	0.0211368	0.0477928	0.142114	0.125892	0.0638339	0.109728	0.0843942	0.0702988	0.076019	0.0883145	0.0306385	0.0270873	0.0686379	0.102282	0.0794834	0.0866306	0.0755972	0.0321326	0.0668723	0.0891446	0.0247055	0.08027879	0.4302042	0.06061166	0.0878405	0.238043	0.30526	0.0291419	0.255225	0.0844905	0.06678362	0.269819	0.203621	0.23502	0.29154	1.499743	0.5697958	0.06515697	-2.833868	0.4536783	0.205824
9010	-35294.9	-35381.2	86.3512	0.1408904	0.0500786	0.0474251	0.0299084	0.150031	0.124263	0.0723444	0.0876757	0.0744989	0.0630924	0.0217179	0.0353531	0.0883697	0.10029	0.0376954	0.0382402	0.159799	0.0706885	0.0368357	0.0559149	0.0822663	0.0675482	0.0485645	0.0534866	0.0499373	0.0604387	0.0192338	0.037059	0.053386	0.0653935	0.0304526	0.0992242	0.0565801	0.0704131	0.0550964	0.05146	0.174586	0.0394402	0.0680479	0.0318796	0.136303	0.048409	0.0535908	0.0719673	0.169452	0.0408303	0.0832675	0.0613107	0.0917333	0.0429756	0.0405211	0.0762053	0.0507091	0.0546412	0.0834644	0.0613433	0.0888382	0.0490034	0.032866	0.0697614	0.0815384	0.0682109	0.0312953	0.0513521	0.0545028	0.0762229	0.111657	0.0703867	0.05656	0.0455763	0.0166302	0.032598	0.0634821	0.0357641	0.0647971	0.0700567	0.0383033	0.0214721	0.0699411	0.0543935	0.092783	0.0587609	0.0610827	0.0253207	0.0710374	0.0786847	0.142575	0.0257578	0.0694459	0.0721026	0.0385892	0.114815	0.0651068	0.0737101	0.128834	0.101252	0.0371399	0.0275002	0.0846287	0.0891015	0.0286868	0.0226581	0.203856	0.0641649	0.0723997	0.113529	0.0288446	0.102188	0.101119	0.0996342	0.0519168	0.0364648	0.0425275	0.0855286	0.0565044	0.088921	0.0967549	0.0321005	0.0452714	0.132151	0.0304802	0.08027879	0.4302042	0.06061166	0.0905099	0.228249	0.314536	0.0240584	0.265167	0.0774797	0.06728816	0.273769	0.201847	0.240611	0.283774	1.499739	0.5697958	0.07056521	-2.789685	0.5262459	0.2769348
9020	-35310.9	-35382.5	71.5802	0.1408904	0.167445	0.0574563	0.037319	0.0990883	0.184645	0.0709178	0.0850461	0.113666	0.0682439	0.0267501	0.046261	0.0613363	0.0759095	0.0388259	0.0250562	0.180439	0.0523102	0.0348561	0.0564698	0.0790116	0.0563666	0.0525758	0.07707	0.0400502	0.0606881	0.0167503	0.0447247	0.0544862	0.0755148	0.0291836	0.0788225	0.036326	0.112314	0.0518451	0.0653789	0.118877	0.0822689	0.0530018	0.0235202	0.161107	0.0488086	0.0764388	0.0345689	0.173271	0.0444894	0.100018	0.0926262	0.0503784	0.0444953	0.0570819	0.0271199	0.0631175	0.0435856	0.0718446	0.0812255	0.0686288	0.0490112	0.0372662	0.076188	0.0854422	0.0729361	0.0246178	0.0522482	0.0456272	0.0743292	0.0745273	0.073941	0.0310428	0.0983063	0.0187881	0.0271402	0.0431893	0.0293432	0.164934	0.109836	0.044736	0.0226174	0.0746071	0.0362631	0.162368	0.0716869	0.0790025	0.0441859	0.0471267	0.0678677	0.201179	0.0531845	0.0542002	0.0710272	0.0350988	0.108028	0.0509621	0.0777059	0.0736946	0.0895806	0.0468598	0.0178558	0.0503305	0.0656691	0.0386361	0.0425937	0.287033	0.168221	0.0825778	0.170896	0.0579072	0.114573	0.0410379	0.065982	0.0756054	0.0319965	0.0577522	0.0528703	0.0457588	0.0722317	0.0823526	0.0363733	0.0386449	0.0944471	0.0131441	0.08027879	0.4302042	0.06061166	0.0928594	0.232821	0.299138	0.0280517	0.272051	0.0750795	0.0702901	0.277121	0.195555	0.240475	0.286849	1.499447	0.5697958	0.06517332	-2.875883	0.5388467	0.2903558
9030	-35316.3	-35375.1	58.8206	0.1408904	0.0644503	0.026681	0.0347429	0.104752	0.221859	0.0608195	0.129655	0.0614532	0.0610319	0.0243997	0.0392647	0.073185	0.0651636	0.0411514	0.0543369	0.179111	0.0609273	0.0604876	0.0746147	0.09189	0.0407795	0.0476628	0.0797933	0.055943	0.0334234	0.0183647	0.0360248	0.0689837	0.0821019	0.0362944	0.151891	0.0743904	0.0666283	0.0356265	0.0467503	0.118279	0.145433	0.035298	0.0211691	0.133761	0.0526682	0.0725922	0.0492694	0.150997	0.0196703	0.0806824	0.149194	0.0619832	0.0325673	0.0399317	0.0462916	0.0591323	0.0536886	0.0550394	0.0614177	0.0847561	0.0380935	0.0440261	0.0631303	0.0835247	0.0578625	0.022524	0.0509543	0.0461915	0.100991	0.049099	0.0421725	0.021506	0.10515	0.0178955	0.0213823	0.0346828	0.0325119	0.202794	0.0470985	0.0426357	0.0256883	0.0750774	0.0247166	0.10741	0.0837434	0.05834	0.0213165	0.055412	0.041445	0.104978	0.0530988	0.0597642	0.0812181	0.0267752	0.10632	0.095012	0.0984771	0.077753	0.0500616	0.0564037	0.0128847	0.0454181	0.0842592	0.0267993	0.0341349	0.313668	0.186805	0.1799	0.176427	0.0463065	0.103124	0.126788	0.0508421	0.0602347	0.0186469	0.046139	0.0785127	0.0406326	0.188381	0.0874729	0.0142951	0.0448773	0.148475	0.0180682	0.08027879	0.4302042	0.06061166	0.0854158	0.233666	0.295475	0.0302326	0.281257	0.0739533	0.07073986	0.285062	0.194656	0.233793	0.28649	1.500974	0.5697958	0.07710744	-2.789402	0.6735679	0.4536937
9040	-35306.6	-35368.3	61.7623	0.1408904	0.065561	0.0556399	0.0278842	0.0908654	0.212438	0.0737656	0.108905	0.0388081	0.0493283	0.0390775	0.0341105	0.0821333	0.062471	0.0337243	0.0342278	0.182575	0.0639847	0.0201548	0.062195	0.067115	0.0498924	0.0417515	0.0814953	0.0425361	0.050187	0.015315	0.0348232	0.0634111	0.11703	0.0192483	0.144704	0.0631054	0.0918075	0.0455367	0.0824075	0.125436	0.127438	0.0284866	0.0216086	0.127956	0.0651644	0.0576639	0.0668367	0.152622	0.021569	0.0783988	0.0778791	0.0813597	0.0356445	0.0462533	0.0643202	0.0582053	0.0487707	0.0706303	0.0668156	0.0791979	0.0392149	0.0343786	0.0652067	0.0891138	0.0628015	0.0126568	0.0504241	0.0522905	0.0871795	0.0910567	0.0440554	0.0219849	0.120994	0.0164751	0.0305981	0.0299388	0.0347178	0.0661017	0.0906279	0.0482017	0.0237462	0.0569537	0.0352498	0.0998876	0.0848118	0.0637987	0.0621961	0.0975063	0.0614959	0.0948225	0.0727295	0.0608041	0.0761379	0.0302659	0.0944729	0.162781	0.0880843	0.0807714	0.0494457	0.134495	0.0219496	0.0524871	0.03387	0.0210216	0.0968524	0.404781	0.0893837	0.134267	0.149539	0.0792816	0.0872838	0.0974736	0.0798184	0.0322833	0.0194312	0.0540657	0.106549	0.0332537	0.0702195	0.10168	0.0243835	0.0682496	0.0673735	0.0157361	0.08027879	0.4302042	0.06061166	0.0843971	0.243528	0.303796	0.0319283	0.264657	0.0716931	0.07008484	0.263584	0.199607	0.246781	0.290028	1.49968	0.5697958	0.08310198	-2.726693	0.691384	0.4780119
9050	-35298.2	-35362.5	64.2907	0.1408904	0.0298572	0.0451632	0.0388474	0.0914186	0.223574	0.0691051	0.127719	0.0854795	0.0522284	0.0226455	0.0355172	0.114411	0.0627989	0.0380936	0.0195761	0.207191	0.0642205	0.0369519	0.0651872	0.0863352	0.0682984	0.0379542	0.0730607	0.0515494	0.0426907	0.0205157	0.0366791	0.0407248	0.0718697	0.0220247	0.185848	0.0920641	0.0748792	0.0426148	0.0823713	0.114706	0.155063	0.0284247	0.0255236	0.151182	0.0441547	0.0666096	0.0565501	0.130469	0.0448254	0.100204	0.0976439	0.0564562	0.0378385	0.0635948	0.0338332	0.0358273	0.0393959	0.0731828	0.0685719	0.0694917	0.0328427	0.0306889	0.0663201	0.0875211	0.080053	0.0144253	0.0392326	0.0507775	0.0950107	0.0691822	0.10355	0.0201902	0.053941	0.0114346	0.0306967	0.0333755	0.0313186	0.0390995	0.0191692	0.0349012	0.0178933	0.0618804	0.0634683	0.0771868	0.0676548	0.0743245	0.022228	0.1509	0.0588733	0.165196	0.0374384	0.0612468	0.0998384	0.0400531	0.115875	0.179869	0.0804228	0.152885	0.0639808	0.0991181	0.0325656	0.0674089	0.0163666	0.0280203	0.0435685	0.3005	0.0583672	0.0506446	0.195852	0.0737702	0.0861375	0.0778787	0.0369845	0.0813063	0.0274975	0.0536593	0.0466969	0.0511419	0.058625	0.0924538	0.0318186	0.0576503	0.0666399	0.0114965	0.08027879	0.4302042	0.06061166	0.0855821	0.242996	0.303133	0.0316624	0.264079	0.0725478	0.06861775	0.268747	0.205475	0.239288	0.28649	1.500413	0.5697958	0.06392777	-2.935296	0.6087601	0.3705888
9060	-35310.3	-35363.3	53.0025	0.1408904	0.047781	0.0591097	0.0313915	0.114575	0.149424	0.104483	0.114039	0.0337694	0.0711125	0.0318486	0.0324173	0.0921241	0.08568	0.0374326	0.0324064	0.252918	0.0480632	0.0279452	0.0812545	0.133817	0.0535936	0.0474926	0.0625549	0.0649053	0.0280257	0.0194586	0.0352706	0.0415247	0.14728	0.0371358	0.0798547	0.0688101	0.0772892	0.0465678	0.0726948	0.105048	0.113333	0.0275098	0.026294	0.0908001	0.0482787	0.053357	0.0711362	0.15339	0.0214889	0.0870403	0.163639	0.0618119	0.0240962	0.052508	0.0158925	0.0521931	0.0372985	0.0639519	0.0658134	0.0798496	0.0307814	0.0373065	0.0556571	0.0772848	0.0844504	0.0161611	0.0353581	0.0553475	0.127089	0.0930361	0.0545602	0.0285467	0.102179	0.0152099	0.0282069	0.028891	0.0392521	0.0899829	0.0101792	0.0296019	0.0380001	0.0536196	0.0361271	0.0632671	0.0622171	0.0782397	0.0290641	0.0586211	0.0539095	0.106969	0.0569727	0.0728506	0.0836414	0.0334363	0.087709	0.129926	0.0558611	0.123177	0.0623028	0.250329	0.0232049	0.0719393	0.216229	0.0155699	0.0259797	0.2898	0.118692	0.0981266	0.233527	0.0875883	0.0988757	0.050813	0.0487995	0.157659	0.0193409	0.0422427	0.148509	0.0245603	0.0209956	0.125196	0.0128269	0.0595175	0.0974742	0.0203396	0.08027879	0.4302042	0.06061166	0.0962759	0.231731	0.305466	0.0329181	0.259546	0.0740626	0.07134923	0.272087	0.202971	0.243389	0.281554	1.500298	0.5697958	0.0796325	-2.752867	0.6671344	0.4450683
9070	-35295.7	-35354	58.3449	0.1408904	0.0488378	0.0419797	0.0302003	0.168984	0.157424	0.091638	0.0793815	0.0337061	0.0644987	0.0313767	0.0380939	0.0699214	0.0799199	0.0433084	0.0204259	0.224846	0.0507356	0.060924	0.0591846	0.120165	0.0772499	0.0385809	0.070242	0.073009	0.0622077	0.0179822	0.0346294	0.0571298	0.0828422	0.0145266	0.109292	0.080496	0.0721033	0.0395517	0.0676124	0.117432	0.113673	0.0308838	0.0287025	0.09356	0.0463056	0.0641155	0.0357224	0.1457	0.0189106	0.0865324	0.157388	0.0452449	0.0428646	0.0514481	0.0458588	0.0414767	0.0830653	0.114177	0.0778312	0.0818389	0.036766	0.0363347	0.065731	0.0946064	0.0891397	0.0236847	0.0348308	0.0453859	0.131301	0.0312329	0.0280085	0.0217488	0.0295746	0.0113841	0.0286007	0.102432	0.0360125	0.155886	0.0411216	0.0323255	0.0315198	0.0535403	0.0618525	0.0731983	0.0746416	0.0998046	0.053286	0.0535697	0.0369568	0.109869	0.0417106	0.0704008	0.110437	0.0394134	0.0801634	0.139723	0.076893	0.0898897	0.0532283	0.159755	0.0264891	0.0723351	0.0336607	0.0162829	0.0491853	0.145491	0.0892005	0.121509	0.200457	0.0658508	0.0970257	0.0521363	0.0484431	0.0343674	0.0896129	0.0432593	0.191753	0.0541065	0.314849	0.151549	0.026497	0.0340005	0.121857	0.0188706	0.08027879	0.4302042	0.06061166	0.088694	0.240979	0.296831	0.0280033	0.267469	0.0780239	0.07183739	0.266681	0.200301	0.245563	0.287455	1.499307	0.5697958	0.07051071	-2.821528	0.5823014	0.3390749
9080	-35302.9	-35365.4	62.5245	0.1408904	0.0516728	0.0367651	0.0452005	0.153476	0.161707	0.125003	0.0755581	0.0684667	0.0789231	0.0200159	0.0371771	0.0893669	0.0611342	0.0425018	0.0209118	0.216461	0.0425221	0.0657923	0.0607174	0.110282	0.069054	0.0424572	0.0751937	0.119294	0.0495287	0.0196245	0.0391686	0.0796759	0.0722604	0.0254485	0.0887188	0.0827105	0.0695883	0.043365	0.0845413	0.114473	0.126964	0.0406065	0.0225803	0.106105	0.0539329	0.06783	0.0545869	0.164232	0.0604177	0.092479	0.11606	0.0469456	0.0572357	0.0550558	0.0749262	0.0531967	0.0836504	0.148755	0.0766025	0.0813552	0.0499256	0.0304467	0.0610649	0.0732768	0.0883692	0.0308844	0.0259625	0.0455804	0.0623204	0.0793418	0.0497625	0.0269187	0.0543025	0.0188305	0.0291323	0.130791	0.042622	0.177198	0.0180727	0.0574063	0.0367572	0.111693	0.0316139	0.0828415	0.0717564	0.0880071	0.0428085	0.0382098	0.0615587	0.151194	0.0647378	0.0601536	0.131497	0.0449158	0.0746386	0.101998	0.0851548	0.135808	0.0639244	0.0663844	0.0165228	0.0664055	0.0283723	0.0115023	0.0513807	0.100684	0.164152	0.0991718	0.0936832	0.0792151	0.0940938	0.0761113	0.0504484	0.0495394	0.0626008	0.0459308	0.117826	0.029222	0.107656	0.159148	0.0169395	0.0278526	0.142761	0.0292725	0.08027879	0.4302042	0.06061166	0.0894542	0.242936	0.305007	0.0266159	0.25784	0.0781465	0.07200523	0.270475	0.206537	0.230141	0.292848	1.500123	0.5697958	0.0759027	-2.789103	0.649308	0.4216009
