Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
2720	-35290.3	-35371.8	81.4533	0.1408904	0.0291179	0.0817533	0.0310651	0.0597314	0.127773	0.0698213	0.138446	0.0435483	0.0310334	0.0260993	0.0430309	0.0744653	0.0355652	0.0359443	0.029952	0.113177	0.0640997	0.0159212	0.0337301	0.0584394	0.0295015	0.0651367	0.0863142	0.106837	0.0604588	0.0171289	0.0871769	0.0263823	0.0485363	0.0175387	0.0522607	0.0862843	0.121969	0.0422354	0.0589605	0.245292	0.0451303	0.0310567	0.0318957	0.087352	0.052664	0.0765668	0.0727379	0.101991	0.0209871	0.128021	0.0674548	0.117092	0.0219326	0.0291404	0.0331448	0.0379227	0.0547861	0.117529	0.0680798	0.0709368	0.0848325	0.0420638	0.0969722	0.0574667	0.0699438	0.0194882	0.0837972	0.0372832	0.097908	0.0603558	0.0566986	0.0478622	0.032842	0.0352193	0.0299301	0.0507705	0.0382027	0.0739486	0.0376526	0.0336761	0.0511004	0.0665514	0.0754573	0.0670082	0.0569791	0.0506581	0.0186519	0.0257924	0.109882	0.0956119	0.0201722	0.0616839	0.0745453	0.0353964	0.0808955	0.106757	0.112888	0.0672019	0.0599504	0.0545516	0.0249119	0.047073	0.0748152	0.0193567	0.0875051	0.105832	0.0695065	0.100716	0.173484	0.040505	0.0812089	0.0343911	0.0321565	0.0400982	0.0712225	0.0575487	0.148522	0.047856	0.0302929	0.051701	0.0402705	0.0556212	0.201028	0.016916	0.08027879	0.4302042	0.06061166	0.0862222	0.225461	0.301211	0.0334596	0.272733	0.0809135	0.0632695	0.270486	0.199717	0.23716	0.292637	1.499995	0.5697958	0.07103203	-2.821176	0.5942244	0.3531026
2730	-35298.4	-35366.6	68.198	0.1408904	0.0282058	0.044408	0.0237474	0.0960733	0.142179	0.0402751	0.111233	0.0328679	0.0246818	0.022725	0.046673	0.0750552	0.0270395	0.0370456	0.0344652	0.156155	0.0794112	0.0411165	0.0333105	0.0650416	0.0249752	0.0548079	0.0959901	0.133577	0.0349421	0.0229446	0.0685217	0.0312103	0.0357662	0.0184201	0.0482189	0.0974672	0.13525	0.0551021	0.0657095	0.233432	0.071841	0.0470799	0.0238277	0.104063	0.0620536	0.0625335	0.046807	0.0964655	0.0190509	0.125136	0.0653703	0.095902	0.041292	0.0283744	0.0279551	0.0430065	0.040026	0.120102	0.0641212	0.073058	0.0797521	0.0443955	0.0917596	0.103482	0.0724027	0.0219913	0.056093	0.0328078	0.0417004	0.0279281	0.0428598	0.0707032	0.0277366	0.0437951	0.0409929	0.0414201	0.0383908	0.0308497	0.0219072	0.055472	0.0492419	0.056445	0.107085	0.067115	0.0769381	0.046307	0.0189504	0.0703738	0.160843	0.163183	0.0170152	0.0969192	0.0615802	0.0548981	0.0753797	0.175269	0.136314	0.0551653	0.0355819	0.0887074	0.0193053	0.0544181	0.0653476	0.0297049	0.135059	0.178568	0.119287	0.0968516	0.238029	0.0532183	0.0951464	0.0387156	0.0369522	0.0972227	0.13468	0.0563146	0.189251	0.0279993	0.045537	0.0312143	0.0235906	0.05076	0.0779057	0.0214454	0.08027879	0.4302042	0.06061166	0.0883855	0.225654	0.295978	0.0360429	0.269293	0.084647	0.06743654	0.276075	0.204045	0.232316	0.287564	1.49969	0.5697958	0.07395585	-2.818593	0.6546849	0.4286123
2740	-35299.6	-35373.9	74.3245	0.1408904	0.0363746	0.0465869	0.0251141	0.0770305	0.163056	0.0408426	0.122656	0.046663	0.0207527	0.0215501	0.051419	0.0600546	0.0403893	0.041287	0.0276737	0.130501	0.097337	0.0393746	0.0425485	0.0741478	0.0305596	0.0626662	0.0877576	0.080903	0.0249608	0.0218237	0.0661057	0.0274339	0.0515373	0.0109615	0.0510009	0.0858544	0.0716446	0.0438623	0.0722185	0.208747	0.05457	0.034634	0.0189434	0.0982766	0.0522675	0.0671026	0.0540946	0.0900059	0.012508	0.121459	0.0823534	0.0590029	0.037436	0.0207532	0.0349749	0.0562662	0.0381672	0.134479	0.0582415	0.0816164	0.0747279	0.0527479	0.103161	0.0846963	0.0763504	0.0231172	0.0765371	0.0287734	0.0944602	0.0310368	0.172315	0.0408734	0.0501373	0.068201	0.0340065	0.0485326	0.0398905	0.0295139	0.0621583	0.0457853	0.047993	0.119335	0.0900903	0.0830174	0.0656188	0.0522759	0.0181474	0.0238534	0.166087	0.134764	0.0429466	0.0803182	0.0587374	0.0524087	0.104627	0.112803	0.0777003	0.0917719	0.10653	0.027632	0.025696	0.0668762	0.0474384	0.0506932	0.0600089	0.125885	0.0360647	0.0825989	0.120511	0.061999	0.0709368	0.0309742	0.0429961	0.236506	0.109024	0.0594999	0.0927077	0.0339274	0.0628285	0.0254545	0.0237162	0.0244184	0.119353	0.0215112	0.08027879	0.4302042	0.06061166	0.086001	0.224526	0.299024	0.0377952	0.268318	0.0843352	0.06529879	0.280515	0.19102	0.240496	0.287969	1.4997	0.5697958	0.06895945	-2.848505	0.5903698	0.3485365
2750	-35302.2	-35372.1	69.9287	0.1408904	0.0293665	0.0636665	0.0362333	0.0900675	0.143586	0.0392233	0.107966	0.0220664	0.0230195	0.015111	0.043796	0.0665885	0.0383985	0.0411296	0.0245015	0.129323	0.0679698	0.0535469	0.0340207	0.0724943	0.0257301	0.0544306	0.0813516	0.0610565	0.0361228	0.0226381	0.0821351	0.0204994	0.0409345	0.0353699	0.0828572	0.0699767	0.0631305	0.0547776	0.0678274	0.215532	0.0259731	0.0164669	0.0309021	0.0681556	0.050729	0.0767754	0.0479698	0.0964554	0.0100708	0.114601	0.0668801	0.0682628	0.0363533	0.0273753	0.0292815	0.047607	0.0435553	0.0707939	0.0588032	0.0930679	0.0752552	0.0429729	0.0827165	0.0886178	0.073914	0.036985	0.0661327	0.0440223	0.0695045	0.0784253	0.0373569	0.0270757	0.0421246	0.112359	0.0312765	0.0576686	0.0477433	0.0432204	0.108694	0.0486071	0.0890288	0.128242	0.0818447	0.0721116	0.0641507	0.0413752	0.0211409	0.0513779	0.133812	0.0655055	0.045975	0.067838	0.0645708	0.0455272	0.100157	0.114714	0.163197	0.123131	0.072109	0.0483046	0.0179192	0.0646062	0.105425	0.00496868	0.0434989	0.23589	0.0434158	0.0809267	0.114977	0.0275888	0.0977942	0.0722217	0.0268139	0.129978	0.103177	0.0497123	0.128662	0.0291293	0.0443164	0.0452888	0.0223514	0.0266844	0.244082	0.0529954	0.08027879	0.4302042	0.06061166	0.0963352	0.22357	0.296596	0.0382717	0.271765	0.073461	0.0654811	0.28	0.194731	0.237943	0.287326	1.50018	0.5697958	0.06879672	-2.878806	0.6359359	0.4044145
2760	-35280.1	-35362.6	82.555	0.1408904	0.0256795	0.0499857	0.0195649	0.0451533	0.13139	0.0448811	0.0675319	0.0276502	0.0187932	0.0133683	0.0496394	0.076321	0.0303043	0.0419032	0.0269431	0.124252	0.0832347	0.0324903	0.0342099	0.0576444	0.0231145	0.0543008	0.0770953	0.0668151	0.0245405	0.0219524	0.08307	0.0245742	0.0292725	0.0321752	0.0470272	0.101385	0.0756816	0.0404154	0.0702249	0.202855	0.0555443	0.0422198	0.0258068	0.0697789	0.0506082	0.0644893	0.0410634	0.101594	0.024228	0.100652	0.02575	0.0465866	0.0535611	0.0205238	0.0469922	0.0497329	0.0316234	0.0728895	0.0764873	0.0878187	0.0832232	0.0380675	0.0871534	0.0720936	0.106914	0.0356332	0.0902849	0.0329068	0.071898	0.0607147	0.100597	0.021751	0.0730869	0.0771016	0.0321302	0.0513005	0.0357434	0.0655227	0.0167343	0.0532707	0.0979539	0.142036	0.0972372	0.102462	0.0569735	0.0511425	0.0283225	0.0432297	0.0727468	0.059805	0.0232909	0.0885439	0.05166	0.0471768	0.105381	0.0476445	0.182901	0.0864474	0.0862329	0.0631581	0.0186965	0.102696	0.0430298	0.0177531	0.0442813	0.179025	0.0696745	0.0266731	0.112659	0.0619721	0.109136	0.0273224	0.0401028	0.101284	0.129001	0.0392671	0.132101	0.0569977	0.0358409	0.0442799	0.0312032	0.0409221	0.0952604	0.0304273	0.08027879	0.4302042	0.06061166	0.0873951	0.228833	0.299459	0.028781	0.279262	0.07627	0.06161225	0.277964	0.195616	0.239134	0.287286	1.500092	0.5697958	0.05413024	-3.067079	0.5490289	0.3014327
2770	-35285.8	-35374.3	88.5219	0.1408904	0.0252975	0.0422556	0.0267427	0.0519229	0.118331	0.0389575	0.0976154	0.0613727	0.0256693	0.0160602	0.0370855	0.0642623	0.0345964	0.032696	0.0221764	0.117312	0.0618044	0.0479966	0.0459145	0.0707402	0.0237548	0.0461852	0.0754986	0.0626503	0.0228638	0.0204727	0.0782854	0.0245764	0.0373109	0.0377426	0.0760677	0.097671	0.0466412	0.0448293	0.0831089	0.163956	0.0635559	0.0280515	0.0268138	0.0668408	0.0548233	0.0774974	0.0796078	0.0865349	0.0305333	0.0886726	0.0349859	0.0292938	0.0422584	0.0183022	0.0297358	0.0666406	0.0400502	0.0508063	0.0583693	0.0853201	0.0762382	0.0356283	0.0840032	0.0778786	0.109215	0.040061	0.0791537	0.0337981	0.0806368	0.04678	0.200142	0.0362777	0.0940359	0.053751	0.0309313	0.0400374	0.0337654	0.0344305	0.021646	0.0290508	0.125969	0.0966321	0.0693587	0.092921	0.0604818	0.0397692	0.0291713	0.112076	0.0902203	0.0787069	0.0462999	0.0685213	0.0867729	0.0372749	0.104262	0.123658	0.19617	0.0722769	0.0417958	0.0414315	0.0249052	0.0741006	0.0959343	0.0188811	0.0213782	0.162359	0.0452314	0.0634539	0.0948284	0.0674818	0.0683376	0.0391743	0.108506	0.0397365	0.0677766	0.034711	0.101177	0.0286044	0.0328101	0.0337855	0.0451257	0.0569697	0.066408	0.0188336	0.08027879	0.4302042	0.06061166	0.0895962	0.228156	0.291786	0.0304482	0.283872	0.0761424	0.06084049	0.268247	0.20199	0.237494	0.292268	1.50061	0.5697958	0.06025971	-2.997393	0.6136801	0.3766032
2780	-35276.8	-35358.2	81.393	0.1408904	0.0235795	0.0426429	0.0200159	0.0192499	0.130374	0.0610263	0.0846654	0.032749	0.0206451	0.0126253	0.0400569	0.0744523	0.0357338	0.0347021	0.0243615	0.143859	0.0825781	0.0239419	0.036849	0.0695153	0.0292562	0.0400783	0.0905526	0.0493692	0.0325326	0.0216726	0.0727782	0.0320569	0.045184	0.0207741	0.0730341	0.0768659	0.0313612	0.0542797	0.0658298	0.195069	0.0716768	0.0421444	0.0294067	0.0771017	0.043739	0.0579908	0.0558091	0.0986176	0.0139351	0.101907	0.0108435	0.0327225	0.0437264	0.0188241	0.048554	0.0536082	0.040526	0.0678956	0.079686	0.102585	0.06287	0.0436524	0.0903617	0.0849808	0.0827365	0.0716734	0.0723653	0.0408515	0.0496884	0.0505344	0.104543	0.0325498	0.0913305	0.105247	0.0314356	0.0509893	0.0550154	0.026712	0.0280814	0.0188715	0.0638552	0.0709985	0.0745841	0.114322	0.065982	0.036834	0.0169808	0.105936	0.091165	0.07886	0.0386125	0.052543	0.0668483	0.0384194	0.121356	0.0719573	0.177739	0.0988439	0.0588798	0.0555967	0.00844657	0.0772209	0.126986	0.021664	0.0312649	0.200014	0.0371049	0.0327595	0.105342	0.0415171	0.0812997	0.056518	0.0706185	0.0406477	0.0600782	0.035528	0.173902	0.0539272	0.0572535	0.0399004	0.0271367	0.0359974	0.0894809	0.0208374	0.08027879	0.4302042	0.06061166	0.0900522	0.235372	0.295027	0.0260355	0.277092	0.0764214	0.06046553	0.268428	0.195253	0.245239	0.29108	1.499951	0.5697958	0.06129516	-2.963387	0.5853765	0.3426657
2790	-35297.6	-35382	84.4128	0.1408904	0.032214	0.0381084	0.0201871	0.0288117	0.150476	0.0385227	0.0673654	0.0989071	0.0240813	0.0176228	0.0431295	0.0645552	0.0393084	0.0395937	0.0279545	0.156212	0.0877622	0.0570683	0.0272756	0.0677991	0.0282644	0.0418219	0.0867184	0.0837879	0.0483546	0.0229129	0.0585409	0.032562	0.0505702	0.047833	0.0779475	0.0580609	0.0501905	0.0429269	0.0581104	0.192997	0.138947	0.0625929	0.0234251	0.0738571	0.0474556	0.0712307	0.0600748	0.0894123	0.0472207	0.0990791	0.0196981	0.0289032	0.0328599	0.0303909	0.0432163	0.0610579	0.034377	0.0900353	0.0725947	0.0882474	0.0631533	0.0433177	0.0896986	0.0806026	0.0838641	0.0791158	0.122826	0.0417114	0.0629375	0.0399899	0.0499397	0.0939192	0.0726687	0.0427922	0.0196608	0.0619647	0.0419518	0.0586404	0.0304833	0.0366411	0.0622078	0.0633424	0.080193	0.0914131	0.0687855	0.114059	0.0156149	0.0420369	0.0822466	0.0255203	0.0600134	0.0656068	0.0702843	0.030039	0.0956688	0.0801424	0.0718894	0.033514	0.0879089	0.0349452	0.0187568	0.106851	0.0411716	0.0407603	0.0421485	0.180375	0.130368	0.104499	0.103313	0.0858641	0.0558264	0.0591769	0.106987	0.200978	0.055248	0.0467937	0.103392	0.0547349	0.0411128	0.0540272	0.0228519	0.0325401	0.0801463	0.0167908	0.08027879	0.4302042	0.06061166	0.0924152	0.232458	0.289885	0.0335913	0.272262	0.0793889	0.0633271	0.271623	0.206321	0.232755	0.289302	1.500592	0.5697958	0.06906892	-2.823456	0.5491917	0.3016115
2800	-35279.9	-35370.5	90.5849	0.1408904	0.0235181	0.0387639	0.0335562	0.0366001	0.164787	0.0590244	0.0831532	0.0280421	0.0219541	0.0137685	0.040911	0.0355845	0.030442	0.0372591	0.0305976	0.139215	0.0857881	0.0304623	0.0411814	0.0552552	0.0248022	0.0457813	0.0901159	0.0686525	0.0332413	0.0260056	0.0750234	0.0370952	0.0528025	0.0167713	0.0288094	0.0645109	0.0304442	0.0423745	0.062007	0.169475	0.0777459	0.0439507	0.0258515	0.0829507	0.0490604	0.0585661	0.0467101	0.117149	0.027799	0.112128	0.0403909	0.0259916	0.0335917	0.0298601	0.0385609	0.0638288	0.046394	0.0804941	0.0726264	0.0789398	0.0615322	0.0425326	0.0887076	0.0944193	0.0946395	0.0629603	0.0978053	0.0373276	0.0391971	0.0474784	0.0520185	0.0582466	0.0783417	0.0919536	0.0294314	0.0488296	0.0401401	0.0567853	0.0271891	0.0483197	0.0625781	0.0952542	0.123246	0.0610863	0.0800147	0.067602	0.0235163	0.0421243	0.0701298	0.0447859	0.0667611	0.0557225	0.0804763	0.0333135	0.108574	0.0423131	0.105042	0.0651756	0.121767	0.146125	0.0309258	0.0989753	0.0544377	0.0424221	0.0336363	0.126434	0.0836329	0.0811739	0.111196	0.0779839	0.0858472	0.0947022	0.145405	0.0758856	0.0434582	0.0308143	0.15187	0.0532627	0.0262186	0.0626655	0.0341344	0.0476046	0.0910812	0.0186941	0.08027879	0.4302042	0.06061166	0.0968453	0.231977	0.295032	0.0389217	0.257801	0.0794236	0.06205241	0.279994	0.196864	0.234363	0.288779	1.500538	0.5697958	0.0642404	-2.883698	0.5264511	0.2771508
2810	-35271.4	-35356.7	85.289	0.1408904	0.0254417	0.0309161	0.0296596	0.0333227	0.153264	0.0558572	0.0733611	0.0238837	0.0247154	0.0154122	0.0386269	0.0702591	0.0277081	0.0361859	0.0260451	0.125502	0.0982203	0.0473062	0.0268769	0.0623271	0.0306779	0.0512258	0.110323	0.0713909	0.0566812	0.0185987	0.0818197	0.0284067	0.0530863	0.0365868	0.0810176	0.0712508	0.0412221	0.044352	0.0585495	0.176718	0.0565656	0.0326622	0.0235717	0.0949872	0.0572096	0.0702228	0.0552464	0.124002	0.0230374	0.112636	0.0293758	0.030754	0.034455	0.0255305	0.0768907	0.0401643	0.0471929	0.0669065	0.0669144	0.0915237	0.0761843	0.0343945	0.0721452	0.0782771	0.102789	0.0441524	0.0804073	0.0368043	0.0409056	0.0255169	0.0717404	0.0635199	0.044122	0.0442423	0.0356022	0.0529792	0.0308479	0.126433	0.0145908	0.0439833	0.0844211	0.150642	0.102819	0.0761489	0.0637573	0.0977947	0.0180106	0.0179316	0.0497882	0.0527872	0.0430546	0.0969525	0.0740041	0.0373816	0.104481	0.0928057	0.17037	0.081746	0.0522173	0.0260839	0.0179901	0.0584489	0.0405016	0.023191	0.0401834	0.110059	0.111127	0.183695	0.103817	0.0324172	0.0677256	0.0653134	0.0591272	0.0806765	0.0564097	0.0450971	0.100411	0.0486557	0.0335468	0.0596875	0.0250835	0.0284025	0.103078	0.0258451	0.08027879	0.4302042	0.06061166	0.0893701	0.23163	0.294186	0.0335309	0.276327	0.0749554	0.0610831	0.275959	0.200332	0.23754	0.28617	1.500767	0.5697958	0.05746635	-3.01642	0.5654457	0.3197289
2820	-35282.8	-35365.2	82.4146	0.1408904	0.0381121	0.0457115	0.0146115	0.0478545	0.156901	0.0349824	0.0660178	0.0595194	0.0305104	0.0189479	0.0368209	0.0677027	0.0245743	0.0327039	0.0150973	0.130152	0.0942337	0.0281538	0.0358823	0.0597741	0.0351018	0.0420851	0.10999	0.08025	0.0339076	0.0210229	0.0664339	0.0255296	0.048315	0.01905	0.0856434	0.0687727	0.0274411	0.0473365	0.0511903	0.148779	0.0686084	0.0366601	0.0247825	0.0704094	0.0489181	0.060858	0.0372674	0.129624	0.0256208	0.0859975	0.0281353	0.0195965	0.0381411	0.0223539	0.049024	0.0567526	0.0660805	0.117944	0.0825178	0.0896065	0.0616816	0.0448269	0.0828325	0.0738151	0.0733217	0.0299243	0.147038	0.0488816	0.0395922	0.0383312	0.0876198	0.0305204	0.0538779	0.0333338	0.0278245	0.0509599	0.0311781	0.0709547	0.0322745	0.0287194	0.0820659	0.115194	0.13795	0.0621104	0.065549	0.0776736	0.0164236	0.0247444	0.0543343	0.0463192	0.05799	0.0695472	0.076747	0.0319544	0.100009	0.0889875	0.119799	0.116389	0.135596	0.0327104	0.0262048	0.0481468	0.0746198	0.0598224	0.131808	0.152514	0.103518	0.136333	0.076345	0.0489743	0.0688375	0.160197	0.0862934	0.0393626	0.103003	0.0412449	0.0626653	0.0452056	0.0114007	0.0353308	0.0205105	0.0274612	0.0713368	0.041977	0.08027879	0.4302042	0.06061166	0.0884383	0.234864	0.303261	0.0280521	0.269278	0.0761069	0.06150605	0.272535	0.190753	0.242025	0.294688	1.499649	0.5697958	0.0652514	-2.923187	0.6223811	0.3873582
2830	-35286.8	-35372.6	85.7267	0.1408904	0.0445658	0.0234066	0.0139537	0.0740304	0.164808	0.0286014	0.0921966	0.0558182	0.0206805	0.0229021	0.0395192	0.0612908	0.0258057	0.0379435	0.0263587	0.21516	0.08289	0.0288814	0.030453	0.0501325	0.0261413	0.0457365	0.1197	0.068683	0.0629403	0.0217557	0.0684444	0.0254678	0.0418441	0.0146308	0.0739944	0.0651895	0.034654	0.0441033	0.0656923	0.159317	0.0585462	0.0317767	0.0206346	0.0923157	0.0723977	0.0733901	0.0407703	0.133938	0.0204216	0.0917373	0.0348403	0.0158225	0.0472111	0.0262917	0.0313701	0.0476419	0.0665309	0.088908	0.0690212	0.0844355	0.0543714	0.047289	0.0780647	0.0874075	0.0984622	0.0612843	0.0871436	0.0454617	0.0444729	0.0578402	0.0677749	0.0285033	0.0329209	0.0319148	0.0304949	0.0764692	0.0334051	0.0550129	0.0419755	0.0381731	0.0509517	0.112059	0.0711192	0.0517895	0.064711	0.0626614	0.013102	0.0546739	0.0325143	0.0808389	0.048081	0.0715077	0.0888558	0.0342521	0.0950662	0.0729745	0.0951742	0.0482106	0.0904739	0.0271468	0.0255074	0.0858987	0.0656976	0.0148562	0.120274	0.167601	0.0720965	0.0546296	0.104207	0.114473	0.0396301	0.0801886	0.0607238	0.030136	0.0690706	0.032149	0.0784757	0.0752752	0.0263414	0.05599	0.0172108	0.0792825	0.0736327	0.0360934	0.08027879	0.4302042	0.06061166	0.0855885	0.224457	0.308926	0.0263662	0.270102	0.0845602	0.05974784	0.274447	0.200677	0.240146	0.28473	1.500401	0.5697958	0.06911639	-2.866784	0.6242133	0.3896422
2840	-35293	-35369.8	76.8146	0.1408904	0.0486764	0.0201334	0.0416257	0.0476035	0.155354	0.0517245	0.0749036	0.0923325	0.027106	0.0114047	0.0438587	0.072039	0.0258867	0.0354301	0.0197097	0.184499	0.10547	0.0136768	0.0260424	0.0560287	0.0250043	0.0468531	0.0906397	0.0468657	0.0599403	0.0205665	0.0538922	0.0366404	0.0482273	0.0121253	0.052315	0.070057	0.0332929	0.0383767	0.0638002	0.200141	0.0415575	0.0304761	0.0316399	0.073423	0.056889	0.0689622	0.0476693	0.151022	0.0127115	0.108062	0.0536594	0.0211948	0.0415688	0.0248941	0.0125429	0.0523943	0.0565	0.097406	0.0681374	0.0831472	0.071628	0.0555384	0.0849786	0.0731979	0.0682829	0.0683646	0.0876245	0.039266	0.0212875	0.0396689	0.114433	0.046521	0.0514736	0.0412812	0.0370606	0.0655444	0.0350974	0.0857306	0.0143332	0.0443477	0.0724303	0.135704	0.0882518	0.0292853	0.0561792	0.0590504	0.0162118	0.0530064	0.0763174	0.0646523	0.0771841	0.0906623	0.0857874	0.033637	0.0793411	0.0901979	0.123121	0.0602584	0.110686	0.0252022	0.0328669	0.0517316	0.109264	0.0333332	0.0474956	0.111374	0.230635	0.181464	0.0889313	0.0774947	0.0727679	0.0559432	0.0718636	0.0517743	0.0459141	0.0343963	0.102452	0.039167	0.0391627	0.0521722	0.0279869	0.0626243	0.0772475	0.0325237	0.08027879	0.4302042	0.06061166	0.0910645	0.238818	0.279061	0.0316803	0.277954	0.0814224	0.0624126	0.266608	0.201441	0.243864	0.288086	1.500764	0.5697958	0.06509099	-2.941493	0.6473383	0.4190469
2850	-35281.3	-35365.7	84.3831	0.1408904	0.0235907	0.0468947	0.0333055	0.0603131	0.160716	0.0390861	0.0805559	0.0428784	0.0164684	0.0161816	0.0428553	0.0540684	0.0342747	0.0375686	0.0309411	0.1697	0.0997613	0.0142998	0.0266925	0.0489931	0.0259185	0.0515155	0.10649	0.0599652	0.0428802	0.0215399	0.0570594	0.0330464	0.059148	0.0221735	0.054245	0.0638322	0.0336079	0.0456713	0.0756244	0.17517	0.0653943	0.0183786	0.0247926	0.0709364	0.059226	0.0765022	0.0262414	0.127261	0.0182899	0.124784	0.0313344	0.0222663	0.0391594	0.0187207	0.0117478	0.0454472	0.0573953	0.0769483	0.0695945	0.0823113	0.0618065	0.0523371	0.0660875	0.0903116	0.0961549	0.0448835	0.0825831	0.0457009	0.022633	0.0498113	0.0785291	0.0242946	0.0502818	0.0487383	0.0301466	0.0384237	0.0290739	0.0978051	0.019337	0.0290961	0.0265942	0.104974	0.115068	0.0881763	0.0662674	0.0670748	0.0111648	0.0746056	0.0602988	0.0762774	0.05383	0.0854794	0.0508398	0.0219292	0.120845	0.0709362	0.116827	0.0949404	0.091914	0.0280991	0.0268588	0.061371	0.0274771	0.0282761	0.085202	0.0846744	0.0825372	0.139827	0.0925522	0.036778	0.0693167	0.0287028	0.0426855	0.0250035	0.0336355	0.0539622	0.0998251	0.103154	0.0629688	0.0679407	0.027076	0.154784	0.0936445	0.0415834	0.08027879	0.4302042	0.06061166	0.0921517	0.227623	0.304241	0.0289501	0.274983	0.0720512	0.05939816	0.274733	0.199604	0.231941	0.293722	1.499906	0.5697958	0.05687053	-3.042547	0.5925693	0.3511384
2860	-35300.3	-35382.2	81.9255	0.1408904	0.0262066	0.0322014	0.0252103	0.0646816	0.186853	0.0590517	0.068907	0.016419	0.0295975	0.0197396	0.0464036	0.0763591	0.0267596	0.0436937	0.0248984	0.174976	0.0624923	0.0112633	0.0280111	0.0541096	0.0266554	0.0576262	0.0780009	0.0675324	0.036303	0.0258938	0.063422	0.0429757	0.0366969	0.0353022	0.0386694	0.0971072	0.0229216	0.0453334	0.0594983	0.162716	0.0735423	0.0236616	0.0303967	0.0686573	0.0662475	0.0839303	0.0650035	0.112141	0.0296757	0.112261	0.0557064	0.0196268	0.0322247	0.019813	0.0290876	0.0452123	0.0566761	0.0956917	0.0696418	0.0854201	0.0714999	0.0414711	0.0743421	0.0870844	0.0979193	0.0724615	0.136494	0.0339636	0.0188317	0.044667	0.14918	0.0196383	0.0700178	0.0416005	0.0263158	0.0253084	0.0257721	0.0655454	0.0211906	0.033517	0.0701461	0.108853	0.103845	0.0814685	0.0591457	0.0799271	0.032669	0.0386996	0.0358269	0.0293962	0.0528575	0.132805	0.0698912	0.0389641	0.104385	0.120058	0.07378	0.131064	0.167768	0.0281359	0.0363727	0.081255	0.0458506	0.0219574	0.0452885	0.1066	0.0264869	0.0991032	0.0959471	0.0457653	0.0492425	0.0777345	0.0584886	0.0525135	0.053975	0.0426712	0.148898	0.108107	0.0770213	0.0611461	0.0217278	0.0344662	0.0531058	0.0766443	0.08027879	0.4302042	0.06061166	0.0902466	0.222917	0.297951	0.0347871	0.274942	0.0791561	0.06154986	0.280682	0.192516	0.233868	0.292934	1.49964	0.5697958	0.06193258	-2.989649	0.6448877	0.4158801
